"hep-ph/0007001","Neal Weiner","Nima Arkani-Hamed, Lawrence Hall, Hitoshi Murayama, David Smith, Neal
  Weiner","Neutrino Masses at v^{3/2}","Minor revisions, 4 pages, RevTeX",,,"UCB-PTH-00/19,LBNL-46181","hep-ph",,"  Theories in which neutrino masses are generated by a conventional see-saw
mechanism generically yield masses which are O(v^2) in units where M_{Pl}=1,
which is naively too small to explain the results from SuperKamiokande. In
supersymmetric theories with gravity mediated supersymmetry breaking, the
fundamental small parameter is not v/M_{Pl}, but m_I/M_{Pl}, where m_I is the
scale of supersymmetry breaking in the hidden sector. We note that
m_I^3/M_{Pl}^2 is only slightly too large to explain SuperKamiokande, and
present two models that achieve neutrino masses at this order in m_I, one of
which has an additional suppression lambda_tau^2, while the other has
additional suppression arising from a loop factor. The latter model shares a
great deal of phenomenology with a class of models previously explored,
including the possibility of viable sneutrino dark matter.
","[{""version"":""v1"",""created"":""Sat, 1 Jul 2000 17:31:31 GMT""},{""version"":""v2"",""created"":""Tue, 10 Oct 2000 16:18:01 GMT""}]","2007-05-23"
"hep-ph/0007002","Bernd Andreas Kniehl","Bernd A. Kniehl, Caesar P. Palisoc, Alberto Sirlin","Higgs-Boson Production and Decay Close to Thresholds","18 pages (Latex), 4 figures (Postscript); two references added; to
  appear in Nuclear Physics B","Nucl.Phys. B591 (2000) 296-310","10.1016/S0550-3213(00)00563-0","DESY 00-079","hep-ph",,"  At one loop in the conventional on-mass-shell renormalization scheme, the
production and decay rates of the Higgs boson H exhibit singularities
proportional to (2 M_V - M)^{-1/2} as the Higgs-boson mass M approaches from
below the pair-production threshold of a vector boson V with mass M_V. This
problem is of phenomenological interest because the values 2 M_W and 2 M_Z,
corresponding to the W- and Z-boson thresholds, lie within the M range
presently favoured by electroweak precision data. We demonstrate how these
threshold singularities are eliminated when the definitions of mass and total
decay width of the Higgs boson are based on the complex-valued pole of its
propagator. We illustrate the phenomenological implications of this
modification for the partial width of the H -> W^+ W^- decay.
","[{""version"":""v1"",""created"":""Sun, 2 Jul 2000 11:01:58 GMT""},{""version"":""v2"",""created"":""Thu, 5 Oct 2000 09:47:20 GMT""}]","2009-10-31"
"hep-th/0007006","Chang-Pu Sun","X.F.Liu and C.P.Sun","Consequences of 't Hooft's Equivalence Class Theory and Symmetry by
  Large Coarse Graining","12 papge, Latex","J.Math.Phys. 42 (2001) 3665-3672","10.1063/1.1380250",,"hep-th quant-ph",,"  According to 't Hooft (Class.Quantum.Grav. 16 (1999), 3263), quantum gravity
can be postulated as a dissipative deterministic system, where quantum states
at the ``atomic scale''can be understood as equivalence classes of primordial
states governed by a dissipative deterministic dynamics law at the ``Planck
scale''. In this paper, it is shown that for a quantum system to have an
underlying deterministic dissipative dynamics, the time variable should be
discrete if the continuity of its temporal evolution is required. Besides, the
underlying deterministic theory also imposes restrictions on the energy
spectrum of the quantum system. It is also found that quantum symmetry at the
``atomic scale'' can be induced from 't Hooft's Coarse Graining classification
of primordial states at the ""Planck scale"".
","[{""version"":""v1"",""created"":""Sat, 1 Jul 2000 23:50:05 GMT""}]","2015-06-25"
"hep-th/0007008","Ali Mostafazadeh","K. Aghababaei Samani and A. Mostafazadeh","Quantum Mechanical Symmetries and Topological Invariants","Revised version, to appear in Nucl. Phys. B","Nucl.Phys. B595 (2001) 467-492","10.1016/S0550-3213(00)00692-1",,"hep-th math-ph math.MP quant-ph",,"  We give the definition and explore the algebraic structure of a class of
quantum symmetries, called topological symmetries, which are generalizations of
supersymmetry in the sense that they involve topological invariants similar to
the Witten index. A topological symmetry (TS) is specified by an integer n>1,
which determines its grading properties, and an n-tuple of positive integers
(m_1,m_2,...,m_n). We identify the algebras of supersymmetry, p=2
parasupersymmetry, and fractional supersymmetry of order n with those of the
Z_2-graded TS of type (1,1), Z_2-graded TS of type (2,1), and Z_n-graded TS of
type (1,1,...,1), respectively. We also comment on the mathematical
interpretation of the topological invariants associated with the Z_n-graded TS
of type (1,1,...,1). For n=2, the invariant is the Witten index which can be
identified with the analytic index of a Fredholm operator. For n>2, there are n
independent integer-valued invariants. These can be related to differences of
the dimension of the kernels of various products of n operators satisfying
certain conditions.
","[{""version"":""v1"",""created"":""Sun, 2 Jul 2000 15:54:57 GMT""},{""version"":""v2"",""created"":""Mon, 4 Dec 2000 14:28:01 GMT""}]","2009-10-31"
"math/0007004","Miles Reid","Alessio Corti and Miles Reid (Eds.)","Explicit birational geometry of 3-folds, Foreword","i + 20 pages with one postscript figure, Latex2e, uses epsf",,,,"math.AG",,"  This is the Foreword to the book ``Explicit birational geometry of 3-folds'',
edited by A. Corti and M. Reid, CUP Jun 2000, ISBN: 0 521 63641 8, with papers
by K. Altmann, A. Corti, A.R. Iano-Fletcher, J. Koll\'ar, A.V. Pukhlikov and M.
Reid.
  One of the main achievements of algebraic geometry over the last 20 years is
the work of Mori and others extending minimal models and the Enriques--Kodaira
classification to 3-folds. This book is an integrated suite of papers centred
around applications of Mori theory to birational geometry. Four of the papers
(those by Pukhlikov, Fletcher, Corti, and the long joint paper Corti, Pukhlikov
and Reid) work out in detail the theory of birational rigidity of Fano 3-folds;
these contributions work for the first time with a representative class of Fano
varieties, 3-fold hypersurfaces in weighted projective space, and include an
attractive introductory treatment and a wealth of detailed computation of
special cases.
","[{""version"":""v1"",""created"":""Sat, 1 Jul 2000 16:11:14 GMT""}]","2016-09-07"
"math/0007005","Christian Ohn","Christian Ohn","""Classical"" flag varieties for quantum groups: the standard quantum
  SL(n,C)","27 pages; needs LaTeX2e, AMS-LaTeX, XY-pic, and PSTricks (v2: several
  minor corrections)","Advances in Math. 171 (2002) 103-138",,,"math.QA math.AG math.RA",,"  We suggest a possible programme to associate geometric ""flag-like"" data to an
arbitrary simple quantum group, in the spirit of the noncommutative algebraic
geometry developed by Artin, Tate, and Van den Bergh. We then carry out this
programme for the standard quantum SL(n) of Drinfel'd and Jimbo, where the
varieties involved are certain T-stable subvarieties of the (ordinary) flag
variety.
","[{""version"":""v1"",""created"":""Sat, 1 Jul 2000 17:21:47 GMT""},{""version"":""v2"",""created"":""Mon, 15 Jan 2001 11:41:06 GMT""}]","2007-05-23"
"math/0007006","Christian Ohn","Christian Ohn","A class of T-stable (P1 x ... x P1)'s in G/B","7 pages; needs LaTeX2e, AMS-LaTeX, and PSTricks (v2: section on orbit
  structure added)",,,,"math.AG math.DG math.RT",,"  Let G be a connected complex semi-simple group, B a Borel subgroup of G, and
T a maximal torus in B. We construct a class of smooth T-stable subvarieties
inside the flag variety G/B, each of which is an embedding of a product of
projective lines.
","[{""version"":""v1"",""created"":""Sat, 1 Jul 2000 17:06:23 GMT""},{""version"":""v2"",""created"":""Mon, 15 Jan 2001 11:51:53 GMT""}]","2007-05-23"
"math/0007007","Vitali Kapovitch","Igor Belegradek, Vitali Kapovitch","Obstructions to nonnegative curvature and rational homotopy theory","Fixed an error is the proof of lemma B.1","Journal of AMS, 16 (2003), 259-284",,,"math.DG math.AT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We establish a link between rational homotopy theory and the problem which
vector bundles admit complete Riemannian metric of nonnegative sectional
curvature. As an application, we show for a large class of simply-connected
nonnegatively curved manifolds that, if C lies in the class and T is a torus of
positive dimension, then ""most"" vector bundles over the product of C and T
admit no complete nonnegatively curved metric.
","[{""version"":""v1"",""created"":""Sat, 1 Jul 2000 17:18:39 GMT""},{""version"":""v2"",""created"":""Sun, 9 Sep 2001 23:26:14 GMT""},{""version"":""v3"",""created"":""Fri, 15 Nov 2002 03:36:02 GMT""},{""version"":""v4"",""created"":""Thu, 7 Sep 2017 21:31:04 GMT""}]","2017-09-11"
"math/0007008","Mikhail Sodin","Alexander Borichev (1), Mikhail Sodin (2) ((1) University of Bordeaux
  I, (2) Tel Aviv University)","Krein's entire functions and the Bernstein approximation problem","20 pages, to be published in Illinois Journal of Mathematics","Illinois J. Math. 45 (2001), 167--185.",,,"math.CV",,"  We extend two theorems of Krein concerning entire functions of Cartwright
class, and give applications for the Bernstein weighted approximation problem.
","[{""version"":""v1"",""created"":""Sun, 2 Jul 2000 15:13:12 GMT""}]","2007-05-23"
"nlin/0007002","Henrik Aratyn","H. Aratyn, L.A. Ferreira, J.F. Gomes and A.H. Zimerman","The complex Sine-Gordon equation as a symmetry flow of the AKNS
  Hierarchy","8 pages, LaTeX, typos corrected, references updated","J.Phys. A33 (2000) L331-339","10.1088/0305-4470/33/35/101",,"nlin.SI hep-th math-ph math.MP",,"  It is shown how the complex sine-Gordon equation arises as a symmetry flow of
the AKNS hierarchy. The AKNS hierarchy is extended by the ``negative'' symmetry
flows forming the Borel loop algebra. The complex sine-Gordon and the vector
Nonlinear Schrodinger equations appear as lowest negative and second positive
flows within the extended hierarchy. This is fully analogous to the well-known
connection between the sine-Gordon and mKdV equations within the extended mKdV
hierarchy.
  A general formalism for a Toda-like symmetry occupying the ``negative''
sector of sl(N) constrained KP hierarchy and giving rise to the negative Borel
sl(N) loop algebra is indicated.
","[{""version"":""v1"",""created"":""Sun, 2 Jul 2000 15:02:23 GMT""},{""version"":""v2"",""created"":""Tue, 4 Jul 2000 17:54:09 GMT""},{""version"":""v3"",""created"":""Thu, 31 Aug 2000 16:26:25 GMT""}]","2016-09-07"
"nucl-ex/0007001","A. Marinov","A. Marinov (1), S. Gelberg (1) and D. Kolb (2) ((1) The Hebrew
  University of Jerusalem, (2) Kassel University)","Abnormal Radioactive Decays out of Long-Lived Super- and Hyper-Deformed
  Isomeric States","6 pages including 4 figures and 1 table. Contribution to the NS2000
  conference, East Lansing, Michigan, August 15-19, 2000. Version 1 is a
  shorter write-up of a previous talk given in the ENS 2000 conference,
  Debrecen, Hungary, May 15-20, 2000","Heavy Ion Phys.13:133-137,2001",,,"nucl-ex",,"  Long-lived high-spin super- and hyper-deformed isomeric states, which exhibit
themselves by abnormal radioactive decays, have been observed using the 16O +
197Au and 28Si + 181Ta reactions. They make it possible to understand the
production, via secondary reactions, of the long-lived superheavy element with
Z = 112 and of the abnormally low energy and very enhanced alpha-particle
groups seen in various actinide sources. They might also explain some puzzling
phenomena seen in nature.
","[{""version"":""v1"",""created"":""Sun, 2 Jul 2000 14:15:04 GMT""},{""version"":""v2"",""created"":""Fri, 22 Sep 2000 09:05:26 GMT""}]","2009-04-13"
"quant-ph/0007001","Ari Mizel","Ari Mizel, M. W. Mitchell, and Marvin L. Cohen","Scaling Considerations in Ground State Quantum Computation","14 pages, 1 figure",,,,"quant-ph",,"  We study design challenges associated with realizing a ground state quantum
computer. In such a computer, the energy gap between the ground state and first
excited state must be sufficiently large to prevent disruptive excitations.
Here, an estimate is provided of this gap as a function of computer size. We
then address the problem of detecting the output of a ground state quantum
computer. It is shown that the exponential detection difficulties that appear
to be present at first can be overcome in a straightforward manner by small
design changes.
","[{""version"":""v1"",""created"":""Sun, 2 Jul 2000 09:34:59 GMT""}]","2007-05-23"
