"astro-ph/0011473","Sandra Savaglio","Sandra Savaglio","The Metallicity Evolution of Damped Lyman-alpha Systems","15 pages, 9 figures, newpasp.sty. Invited talk at the IAU Symposium
  204 ""The Extragalactic Infrared Background and its Cosmological
  Implications"", Manchester, August 2000, eds. M. Harwit & M.G. Hauser",,,"2000IAUS 204E 76S","astro-ph",,"  According to Pei, Fall & Hauser (1999), the global metallicity evolution of
the Universe can be represented by the ratio of the total metal content to the
total gas content measured in Damped Lyman-alpha (DLA) systems (the ``column
density weighted metallicity'' `a la Pettini). To minimize dust obscuration
effects, a DLA sample with negligible dust content is considered, namely, 50
DLAs with log N(HI) < 20.8. The global metallicity found shows clear evidence
of redshift evolution that goes from \sim1/30 solar at z\sim4.1 to solar at z
\sim 0.4. More generally, DLAs with measured heavy elements probe the ISM of
high redshift galaxies. The whole sample collected from the literature contains
75 DLAs. The metallicity is calculated adopting for the dust correction the
most general method used so far, based on models of the ISM dust depletions in
the Galaxy. The intrinsic metallicity evolution of DLA galaxies is dlog
Z(DLA)/dz \propto -0.33 +/- 0.06.
","[{""version"":""v1"",""created"":""Sat, 25 Nov 2000 16:26:39 GMT""}]","2007-05-23"
"astro-ph/0011474","Luis Teodoro","L. Teodoro","PSCz vs. 1.2 Jy velocity fields: a Spherical Harmonics Comparison","6 pages, 3 figures, uses World Scientific style. To appear in the
  proceedings of X ENAA, 27-28 Jul. 2000, Lisbon, Portugal",,"10.1142/9789812811110_0008",,"astro-ph",,"  We perform a detailed comparison of the IRAS PSCz and 1.2-Jy spherical
harmonic coefficients of the predicted velocity fields in redshift space. The
monopole terms predicted from the two surveys show some differences. Faint
galaxies are responsible for this mismatch that disappears when extracting a
PSCz subsample of galaxies with fluxes larger than 1.2 Jy. The analysis of PSCz
dipole components confirms the same inconsistencies found by Davis, Nusser and
Willick (1996) between the IRAS 1.2-Jy gravity field and MARKIII peculiar
velocities.
  Shot-noise, which is greatly reduced in our PSCz gravity field, cannot be
responsible for the observed mismatch.
","[{""version"":""v1"",""created"":""Sat, 25 Nov 2000 18:55:38 GMT""}]","2017-08-23"
"astro-ph/0011477","Garcia","L.C.Garcia de Andrade","CMBR in G\""{o}del Universe:A possible test to Einstein-Cartan gravity?","Latex file",,,,"astro-ph",,"  A rotating universe represented by the G\""{o}del metric in spacetimes with
Cartan torsion is investigated where the Cosmic Microwave Background Radiation
(CMBR) is computed from the G\""{o}del rotation of the universe and the spin
density of the spinning fluid in Einstein-Cartan gravity.The autoparallel
equation in Riemann-Cartan spacetime is shown to lead to the evolution equation
of the cosmological perturbation where the spin-rotation coupling is the source
of the growth of inhomogeneities.It is shown that temperature anisotropy is
within the limits of COBE constraint yielding a value of
$\frac{{\delta}T}{T}=10^{-7}$.This result opens the possibility of testing
Einstein-Cartan gravity from a cosmological experiment such as PLANCK or MAP.
","[{""version"":""v1"",""created"":""Sun, 26 Nov 2000 01:58:17 GMT""},{""version"":""v2"",""created"":""Wed, 29 Nov 2000 06:09:05 GMT""}]","2007-05-23"
"astro-ph/0011478","Brad K. Gibson","Brad K. Gibson (Swinburne), Peter B. Stetson (DAO)","Supernova 1991T and the Value of the Hubble Constant","12 pages, 1 figure, LaTeX (aastex.cls), also available at
  http://www.swin.edu.au/astronomy/bgibson/publications.html, accepted for
  publication in The Astrophysical Journal, Letters",,"10.1086/318905",,"astro-ph",,"  Based upon multi-epoch Hubble Space Telescope observations, we present the
discovery of sixteen high-quality Cepheid candidates in NGC 4527. Corrected for
metallicity effects in the Cepheid period-luminosity relation, we derive a
distance, including both random (r) and systematic (s) uncertainties, of
13.0+/-0.5(r)+/-1.2(s) Mpc. Our result is then used to provide a calibration of
the peak B-, V-, and I-band luminosities of the peculiar Type Ia supernova SN
1991T, a resident of NGC 4527. Despite its documented spectroscopic
peculiarities, after correction for the decline rate-luminosity correlation the
corrected peak luminosity is indistinguishable from those of so-called
``normal'' Type Ia SNe. With now nine local calibrators at our disposal, we
determine a robust value for the Hubble Constant of H_0=73+/-2(r)+/-7(s)
km/s/Mpc.
","[{""version"":""v1"",""created"":""Sun, 26 Nov 2000 07:17:08 GMT""}]","2009-10-31"
"cond-mat/0011437","Grzegorz Haran","G. Haran and A. D. S. Nagi","Combined potential and spin impurity scattering in cuprates","5 pages, 3 tables, RevTex, to be published in Phys. Rev. B",,"10.1103/PhysRevB.63.012503",,"cond-mat.supr-con",,"  We present a theory of combined nonmagnetic and magnetic impurity scattering
in anisotropic superconductors accounting for the momentum-dependent impurity
potential. Applying the model to the d-wave superconducting state, we obtain a
quantitative agreement with the initial suppression of the critical temperature
due to Zn and Ni substitutions as well as electron irradiation defects in the
cuprates. We suggest, that the unequal pair-breaking effect of Zn and Ni may be
related to a different nature of the magnetic moments induced by these
impurities.
","[{""version"":""v1"",""created"":""Sun, 26 Nov 2000 12:00:33 GMT""}]","2009-10-31"
"cond-mat/0011438","Leonid E. Golub","N.S. Averkiev, L.E. Golub, and M. Willander","Spin relaxation in asymmetrical heterostructures","14 pages, 5 figures",,,,"cond-mat.mes-hall cond-mat.dis-nn",,"  Electron spin relaxation caused by the D'yakonov-Perel' mechanism is
investigated theoretically in asymmetrical A$_3$B$_5$ heterostructures. The
total spin relaxation anisotropy is demonstrated for a wide range of structure
parameters and temperatures. The spin relaxation rates dependences are derived
for GaAs-based heterojunction and triangular quantum well. The calculations
show a few orders of magnitude difference in spin relaxation times.
","[{""version"":""v1"",""created"":""Sat, 25 Nov 2000 22:03:25 GMT""}]","2007-05-23"
"gr-qc/0011093","Johannes Ruoff","Kostas. D. Kokkotas and Johannes Ruoff","Radial oscillations of relativistic stars","8 pages, 1 figure, 20 tables, accepted for publication in A&A","Astron.Astrophys.366:565,2001","10.1051/0004-6361:20000216",,"gr-qc astro-ph",,"  We present a new survey of the radial oscillation modes of neutron stars.
This study complements and corrects earlier studies of radial oscillations. We
present an extensive list of frequencies for the most common equations of state
and some more recent ones. In order to check the accuracy, we use two different
numerical schemes which yield the same results. The stimulation for this work
comes from the need of the groups that evolve the full nonlinear Einstein
equation to have reliable results from perturbation theory for comparison.
","[{""version"":""v1"",""created"":""Sun, 26 Nov 2000 14:14:00 GMT""}]","2011-05-23"
"hep-ph/0011311","Yasunori Nomura","Riccardo Barbieri, Lawrence J. Hall, Yasunori Nomura","A Constrained Standard Model from a Compact Extra Dimension","31 pages, Latex, 2 eps figures, minor corrections","Phys.Rev.D63:105007,2001","10.1103/PhysRevD.63.105007","SNS-PH/00-16, UCB-PTH-00/38, LBNL-47128","hep-ph hep-th",,"  A SU(3) \times SU(2) \times U(1) supersymmetric theory is constructed with a
TeV sized extra dimension compactified on the orbifold S^1/(Z_2 \times Z_2').
The compactification breaks supersymmetry leaving a set of zero modes which
correspond precisely to the states of the 1 Higgs doublet standard model.
Supersymmetric Yukawa interactions are localized at orbifold fixed points. The
top quark hypermultiplet radiatively triggers electroweak symmetry breaking,
yielding a Higgs potential which is finite and exponentially insensitive to
physics above the compactification scale. This potential depends on only a
single free parameter, the compactification scale, yielding a Higgs mass
prediction of 127 \pm 8 GeV. The masses of the all superpartners, and the
Kaluza-Klein excitations are also predicted. The lightest supersymmetric
particle is a top squark of mass 197 \pm 20 GeV. The top Kaluza-Klein tower
leads to the \rho parameter having quadratic sensitivity to unknown physics in
the ultraviolet.
","[{""version"":""v1"",""created"":""Sat, 25 Nov 2000 21:32:25 GMT""},{""version"":""v2"",""created"":""Mon, 29 Jan 2001 22:13:03 GMT""}]","2009-09-29"
"hep-th/0011229","John W. Moffat","J. W. Moffat","Unitarity and Asymptotic Behavior of Amplitudes in Non-Anticommutative
  Quantum Field Theory","12 pages LaTex manuscript. Two figures. Revision of text. Conclusions
  remain the same",,,,"hep-th hep-ph",,"  The unitarity condition for scattering amplitudes in a non-anticommutative
quantum field theory is investigated. The Cutkosky rules are shown to hold for
Feynman diagrams in Euclidean momentum space and unitarity of amplitudes can be
satisfied. An analytic continuation of the diagrams to physical Minkowski
spacetime can be performed without invoking unphysical singularities in
amplitudes. The high energy behavior of amplitudes is found to be regular at
infinity provided that only space-space non-anticommutativity is allowed.
","[{""version"":""v1"",""created"":""Sat, 25 Nov 2000 18:19:36 GMT""},{""version"":""v2"",""created"":""Fri, 16 Mar 2001 18:16:59 GMT""}]","2007-05-23"
"hep-th/0011230","Skenderis Kostas","Sebastian de Haro, Kostas Skenderis, Sergey N. Solodukhin","Gravity in Warped Compactifications and the Holographic Stress Tensor","13 pages. To appear in the proceedings of the Fradkin and the Gursey
  memorial conferences. References added","Class.Quant.Grav. 18 (2001) 3171-3180","10.1088/0264-9381/18/16/307","SPIN-2000/30, ITP-UU-00/32, PUTP-1970","hep-th gr-qc hep-ph",,"  We study gravitational aspects of Brane-World scenarios. We show that the
bulk Einstein equations together with the junction condition imply that the
induced metric on the brane satisfies the full non-linear Einstein equations
with a specific effective stress energy tensor. This result holds for any value
of the bulk cosmological constant. The analysis is done by either placing the
brane close to infinity or by considering the local geometry near the brane. In
the case that the bulk spacetime is asymptotically AdS, we show that the
effective stress energy tensor is equal to the sum of the stress energy tensor
of matter localized on the brane and of the holographic stress energy tensor
appearing in the AdS/CFT duality. In addition, there are specific
higher-curvature corrections to Einstein's equations. We analyze in detail the
case of asymptotically flat spacetime. We obtain asymptotic solutions of
Einstein's equations and show that the effective Newton's constant on the brane
depends on the position of the brane.
","[{""version"":""v1"",""created"":""Sat, 25 Nov 2000 21:15:02 GMT""},{""version"":""v2"",""created"":""Tue, 30 Jan 2001 22:09:26 GMT""}]","2009-10-31"
